dose,thrs
3.36	72.25
7.2	76
10.32	78.0625
13.92	80.25
16.8	81.6875
20.64	82.75
24	84.25
26.4	85.25
30.24	85.25
33.12	86
36.96	86.5
40.8	87
44.16	87.25
48	87.5
51.84	87.75
57.12	88
60.96	88
63.84	88
66.72	88.5
70.08	88.5
75.36	88.5
81.12	88.25
87.36	88.25
99.36	88.25
112.32	88.25
126.72	88
140.16	87.25
153.12	86.25
179.52	84.5
210.24	83.5
238.08	81.5
266.4	80.5
291.84	78.75
318.72	77.25
344.16	76.25
